date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2018-11-26,Mike's Construction Co.,185.49,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,mike s construction co,11,Monday
2019-03-21,Gas Company,104.21,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,gas company,3,Thursday
2021-12-13,Conference five despite.,578.64,expense,unknown,Income,Personal_Finance_Dataset.csv,conference five despite,12,Monday
2018-12-14,Starbucks,108.89,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,starbucks,12,Friday
2018-12-05,Mortgage Payment,19.95,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,mortgage payment,12,Wednesday
2024-04-07,Natural own.,4900.0,income,unknown,Other,Personal_Finance_Dataset.csv,natural own,4,Sunday
2018-04-29,Biweekly Paycheck,110.15,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Sunday
2018-04-10,Gas Company,126.04,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,4,Tuesday
2019-07-05,State Farm,121.02,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,state farm,7,Friday
2022-03-28,Forward would finish around.,1659.26,expense,unknown,Dining,Personal_Finance_Dataset.csv,forward would finish around,3,Monday
2019-01-14,Gas Company,187.07,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,gas company,1,Monday
2018-11-08,Biweekly Paycheck,67.22,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Thursday
2018-06-17,Biweekly Paycheck,132.94,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Sunday
2019-05-05,Grocery Store,57.73,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,5,Sunday
2019-10-16,Grocery Store,1.82,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,grocery store,10,Wednesday
2019-01-25,Hardware Store,166.94,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,hardware store,1,Friday
2019-04-09,Spotify,170.15,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,spotify,4,Tuesday
2018-06-09,Chick-Fil-A,16.18,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,chick fil a,6,Saturday
2019-08-10,Movie Theater,5.54,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,movie theater,8,Saturday
2019-03-20,Credit Card Payment,15.46,credit,Silver Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-04-18,Credit Card Payment,604.32,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-11-07,Credit Card Payment,98.7,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,11,Thursday
2019-02-18,Power Company,85.73,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,power company,2,Monday
2019-08-03,BP,36.36,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,bp,8,Saturday
2019-04-22,Greek Restaurant,64.52,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Monday
2023-09-24,Many themselves minute.,1156.8,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,many themselves minute,9,Sunday
2019-01-25,Starbucks,163.24,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,starbucks,1,Friday
2019-10-04,Grocery Store,179.53,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,grocery store,10,Friday
2018-10-12,Grocery Store,35.6,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,10,Friday
2018-09-13,Credit Card Payment,98.15,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,9,Thursday
2019-04-08,Gas Station,111.83,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas station,4,Monday
2018-08-05,Chevron,14.75,credit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,chevron,8,Sunday
2019-02-06,Greek Restaurant,96.86,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,greek restaurant,2,Wednesday
2018-03-09,Grocery Store,169.04,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-02-07,Credit Card Payment,16.59,debit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,credit card payment,2,Thursday
2018-10-22,American Tavern,11.62,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,american tavern,10,Monday
2019-01-03,Pizza Place,179.55,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,pizza place,1,Thursday
2018-11-20,Gas Company,118.53,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,gas company,11,Tuesday
2018-12-12,American Tavern,160.65,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,12,Wednesday
2019-09-04,Mediterranean Restaurant,61.96,credit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,9,Wednesday
2019-09-03,Credit Card Payment,7.08,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,9,Tuesday
2018-09-10,Amazon,169.45,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,amazon,9,Monday
2018-11-02,Biweekly Paycheck,195.39,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Friday
2018-11-21,Starbucks,178.98,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,11,Wednesday
2019-02-10,American Tavern,125.06,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,2,Sunday
2019-10-28,Internet Service Provider,196.95,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,10,Monday
2018-06-07,Starbucks,8.84,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,starbucks,6,Thursday
2018-10-16,Starbucks,171.37,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,starbucks,10,Tuesday
2019-03-20,State Farm,64.19,credit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,state farm,3,Wednesday
2018-10-09,Credit Card Payment,127.79,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,10,Tuesday
2018-12-22,Internet Service Provider,181.73,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,12,Saturday
2019-06-17,City Water Charges,22.54,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,city water charges,6,Monday
2018-08-07,Biweekly Paycheck,110.35,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Tuesday
2019-01-05,Chick-Fil-A,4.09,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,chick fil a,1,Saturday
2018-11-04,Internet Service Provider,126.19,credit,Silver Card,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,11,Sunday
2018-05-06,Biweekly Paycheck,16.37,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Sunday
2019-10-24,Chick-Fil-A,129.69,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,chick fil a,10,Thursday
2018-03-27,Mediterranean Restaurant,130.27,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,3,Tuesday
2019-09-15,Credit Card Payment,14.44,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,9,Sunday
2019-08-17,Brewing Company,158.75,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,brewing company,8,Saturday
2018-06-30,Greek Restaurant,111.45,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,greek restaurant,6,Saturday
2018-06-19,Credit Card Payment,63.52,credit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,credit card payment,6,Tuesday
2019-01-14,Shell,28.92,debit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,shell,1,Monday
2018-05-11,Credit Card Payment,24.26,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,5,Friday
2018-09-23,Credit Card Payment,188.81,debit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,credit card payment,9,Sunday
2019-04-01,Credit Card Payment,99.71,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-02-01,Biweekly Paycheck,181.36,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,2,Friday
2018-05-30,Credit Card Payment,116.91,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,5,Wednesday
2018-11-15,Spotify,19.51,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,spotify,11,Thursday
2022-05-30,Unit hold.,346.84,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,unit hold,5,Monday
2018-11-03,Grocery Store,142.94,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,11,Saturday
2018-05-31,Shell,18.39,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,shell,5,Thursday
2018-06-24,Credit Card Payment,112.59,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,6,Sunday
2018-02-13,Biweekly Paycheck,48.86,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,2,Tuesday
2018-08-24,Gas Company,75.18,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,8,Friday
2018-11-24,Biweekly Paycheck,111.93,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Saturday
2022-03-28,Decide similar office.,1149.68,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,decide similar office,3,Monday
2018-06-05,Brewing Company,155.26,debit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,brewing company,6,Tuesday
2018-07-05,Grocery Store,35.16,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,7,Thursday
2018-12-07,Credit Card Payment,162.81,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,12,Friday
2019-06-24,Japanese Restaurant,103.69,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,japanese restaurant,6,Monday
2018-03-28,Grocery Store,187.43,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,3,Wednesday
2019-07-22,Gas Company,173.29,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,gas company,7,Monday
2019-05-19,Credit Card Payment,49.05,debit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,5,Sunday
2019-06-23,State Farm,197.65,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,state farm,6,Sunday
2019-08-21,Credit Card Payment,36.22,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,8,Wednesday
2021-10-13,Budget remain reduce.,1339.0,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,budget remain reduce,10,Wednesday
2018-02-17,Grocery Store,97.44,credit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,2,Saturday
2020-01-21,Herself law.,1914.85,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,herself law,1,Tuesday
2018-12-13,Credit Card Payment,1.05,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,credit card payment,12,Thursday
2019-01-17,Grocery Store,30.49,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,1,Thursday
2019-08-30,Grocery Store,88.28,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,8,Friday
2023-01-31,Term mother cost may.,4364.0,income,unknown,Investment,Personal_Finance_Dataset.csv,term mother cost may,1,Tuesday
2018-08-09,Grocery Store,63.67,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,8,Thursday
2018-11-20,Starbucks,191.55,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,starbucks,11,Tuesday
2019-02-03,Phone Company,199.37,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,phone company,2,Sunday
2019-01-04,Credit Card Payment,18.65,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,1,Friday
2019-04-22,Biweekly Paycheck,120.44,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Monday
2018-08-31,Credit Card Payment,79.43,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,8,Friday
2018-03-13,American Tavern,107.43,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,3,Tuesday
2019-01-21,Mortgage Payment,162.09,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,mortgage payment,1,Monday
2018-03-19,Grocery Store,115.4,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,3,Monday
2019-06-19,Credit Card Payment,15.22,debit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,credit card payment,6,Wednesday
2018-12-10,Credit Card Payment,52.79,credit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,12,Monday
2020-11-26,Heavy class story side speak.,1422.47,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,heavy class story side speak,11,Thursday
2020-12-01,Month whom stage soon.,836.83,expense,unknown,Travel,Personal_Finance_Dataset.csv,month whom stage soon,12,Tuesday
2023-11-23,Somebody next ready.,807.55,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,somebody next ready,11,Thursday
2018-12-18,Brewing Company,49.22,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,brewing company,12,Tuesday
2018-09-12,Thai Restaurant,188.41,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,thai restaurant,9,Wednesday
2019-05-03,QuikTrip,163.57,credit,Silver Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,quiktrip,5,Friday
2019-10-18,Credit Card Payment,158.86,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,10,Friday
2018-04-27,City Water Charges,78.68,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,city water charges,4,Friday
2019-06-17,Grocery Store,17.15,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,6,Monday
2018-09-17,Grocery Store,129.64,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,9,Monday
2018-10-29,Grocery Store,77.08,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,10,Monday
2023-06-26,Pressure hospital significant.,167.12,expense,unknown,Travel,Personal_Finance_Dataset.csv,pressure hospital significant,6,Monday
2018-10-08,Hardware Store,31.2,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,hardware store,10,Monday
2019-11-25,Credit Card Payment,106.11,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,11,Monday
2018-02-05,Mortgage Payment,22.82,credit,Silver Card,Haircut,aug_personal_transactions_with_UserId.csv,mortgage payment,2,Monday
2018-08-19,State Farm,77.89,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,state farm,8,Sunday
2019-03-23,Starbucks,5.2,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,3,Saturday
2018-05-11,Mediterranean Restaurant,73.96,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,5,Friday
2018-05-26,City Water Charges,15.08,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,city water charges,5,Saturday
2023-07-10,Western enough key.,1575.24,expense,unknown,Dining,Personal_Finance_Dataset.csv,western enough key,7,Monday
2018-05-22,Grocery Store,149.43,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,5,Tuesday
2019-09-22,Grocery Store,42.88,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,9,Sunday
2019-03-07,Grocery Store,145.61,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Thursday
2018-06-08,Grocery Store,84.78,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,6,Friday
2021-04-19,Cell year.,1767.85,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,cell year,4,Monday
2019-07-05,Brewing Company,181.25,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,7,Friday
2020-04-26,Go meeting quickly.,914.0,income,unknown,Investment,Personal_Finance_Dataset.csv,go meeting quickly,4,Sunday
2018-08-04,Movie Theater,174.67,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,movie theater,8,Saturday
2018-04-09,Spotify,10.69,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,spotify,4,Monday
2018-09-13,BP,76.0,debit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,bp,9,Thursday
2019-07-13,Amazon,33.69,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,7,Saturday
2018-05-01,Brunch Restaurant,150.62,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brunch restaurant,5,Tuesday
2022-09-19,Develop office approach son.,1226.5,expense,unknown,Shopping,Personal_Finance_Dataset.csv,develop office approach son,9,Monday
2018-07-14,Credit Card Payment,1.02,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,7,Saturday
2019-05-31,Credit Card Payment,180.57,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,5,Friday
2018-12-07,Sushi Restaurant,63.16,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,sushi restaurant,12,Friday
2019-06-14,American Tavern,158.28,credit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,american tavern,6,Friday
2018-12-18,Credit Card Payment,36.74,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,12,Tuesday
2018-04-08,Grocery Store,18.9,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2019-03-05,Shell,159.43,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,shell,3,Tuesday
2018-10-09,Hardware Store,58.7,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,10,Tuesday
2019-09-06,Grocery Store,29.16,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,9,Friday
2019-02-08,Shell,32.77,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,shell,2,Friday
2018-05-05,Gas Company,70.03,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,gas company,5,Saturday
2019-08-25,City Water Charges,92.84,debit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,city water charges,8,Sunday
2019-02-12,Starbucks,82.99,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,starbucks,2,Tuesday
2019-01-21,Hardware Store,133.86,debit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,hardware store,1,Monday
2019-05-25,Hardware Store,133.81,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,hardware store,5,Saturday
2019-06-21,State Farm,62.17,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,state farm,6,Friday
2018-07-02,QuikTrip,37.13,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,quiktrip,7,Monday
2021-03-09,Here woman stand west source.,2771.0,income,unknown,Investment,Personal_Finance_Dataset.csv,here woman stand west source,3,Tuesday
2019-10-02,Hardware Store,98.05,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,hardware store,10,Wednesday
2018-04-21,Brewing Company,104.63,debit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,brewing company,4,Saturday
2023-11-09,What strong line.,15.45,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,what strong line,11,Thursday
2018-06-22,City Water Charges,27.27,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,city water charges,6,Friday
2019-04-18,Credit Card Payment,191.96,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2018-07-30,Biweekly Paycheck,91.91,credit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Monday
2018-02-05,Hardware Store,177.86,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,2,Monday
2018-12-05,Movie Theater,102.31,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,movie theater,12,Wednesday
2022-04-03,Listen check receive.,1740.54,expense,unknown,Income,Personal_Finance_Dataset.csv,listen check receive,4,Sunday
2018-10-08,Grocery Store,116.29,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,10,Monday
2019-09-26,Movie Theater,159.87,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,movie theater,9,Thursday
2023-04-21,About usually.,1828.82,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,about usually,4,Friday
2022-10-02,Stuff benefit seat employee.,281.7,expense,unknown,Income,Personal_Finance_Dataset.csv,stuff benefit seat employee,10,Sunday
2018-12-19,Internet Service Provider,48.85,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,internet service provider,12,Wednesday
2019-02-24,Gas Company,41.85,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,2,Sunday
2019-10-18,Gas Company,180.14,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,gas company,10,Friday
2019-05-29,Phone Company,82.39,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,5,Wednesday
2018-12-08,Credit Card Payment,25.3,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,12,Saturday
2018-08-08,Amazon,110.15,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,8,Wednesday
2019-05-16,Power Company,150.37,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,power company,5,Thursday
2018-05-12,Liquor Store,27.77,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,liquor store,5,Saturday
2019-04-11,Grocery Store,48.36,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
2018-11-19,Credit Card Payment,86.74,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,11,Monday
2018-03-19,City Water Charges,35.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,3,Monday
2018-07-10,Barbershop,154.99,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,barbershop,7,Tuesday
2019-05-23,Netflix,101.64,debit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,netflix,5,Thursday
2018-07-28,Grocery Store,109.08,debit,Silver Card,Internet,aug_personal_transactions_with_UserId.csv,grocery store,7,Saturday
2020-09-16,He we recent music.,1700.66,expense,unknown,Dining,Personal_Finance_Dataset.csv,he we recent music,9,Wednesday
2019-05-25,Brewing Company,55.83,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,brewing company,5,Saturday
2022-09-11,Human see.,380.91,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,human see,9,Sunday
2018-11-19,QuikTrip,162.75,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,quiktrip,11,Monday
2018-05-20,Gas Company,64.91,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,gas company,5,Sunday
2018-04-02,Phone Company,193.2,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,phone company,4,Monday
2018-05-07,Barbershop,113.61,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,barbershop,5,Monday
2019-06-28,Amazon,189.1,credit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,amazon,6,Friday
2022-05-31,Approach season data than team.,376.26,expense,unknown,Income,Personal_Finance_Dataset.csv,approach season data than team,5,Tuesday
2019-04-02,Biweekly Paycheck,117.38,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Tuesday
2019-02-08,Credit Card Payment,175.56,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,2,Friday
2019-10-23,Credit Card Payment,190.61,credit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,10,Wednesday
2019-04-17,Grocery Store,101.06,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,4,Wednesday
2018-11-29,Hardware Store,193.26,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,11,Thursday
2023-08-07,Just understand american.,363.39,expense,unknown,Income,Personal_Finance_Dataset.csv,just understand american,8,Monday
2018-07-24,American Tavern,26.59,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,7,Tuesday
2018-12-23,State Farm,44.95,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,state farm,12,Sunday
2018-09-10,Grocery Store,189.38,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,grocery store,9,Monday
2018-09-07,Gas Company,30.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,9,Friday
2019-01-31,Credit Card Payment,136.06,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,1,Thursday
2018-01-30,American Tavern,113.24,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,american tavern,1,Tuesday
2018-01-24,Grocery Store,51.44,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,1,Wednesday
2018-04-29,Netflix,130.83,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,netflix,4,Sunday
2018-06-23,Movie Theater,76.21,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,movie theater,6,Saturday
2020-07-24,Form really explain.,109.93,expense,unknown,Income,Personal_Finance_Dataset.csv,form really explain,7,Friday
2019-08-08,Brewing Company,74.54,credit,Checking,Electronics & Software,aug_personal_transactions_with_UserId.csv,brewing company,8,Thursday
2018-03-06,Gas Company,27.73,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,gas company,3,Tuesday
2018-11-08,Grocery Store,5.64,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,11,Thursday
2024-01-20,Leg drive second she.,1169.78,expense,unknown,Income,Personal_Finance_Dataset.csv,leg drive second she,1,Saturday
2018-10-06,Movie Theater,41.44,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,movie theater,10,Saturday
2019-06-25,Grocery Store,67.33,debit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,6,Tuesday
2018-06-01,Grocery Store,172.74,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,6,Friday
2018-06-12,Grocery Store,58.79,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,6,Tuesday
