date,description,amount,category,source_dataset,description_clean,date_month,date_day_of_week
2019-03-20,Netflix,199.02,Shopping,aug_personal_transactions_with_UserId.csv,netflix,3,Wednesday
2019-03-20,Power Company,136.96,Paycheck,aug_personal_transactions_with_UserId.csv,power company,3,Wednesday
2019-03-20,Spotify,166.93,Haircut,aug_personal_transactions_with_UserId.csv,spotify,3,Wednesday
2019-03-20,Spotify,178.29,Coffee Shops,aug_personal_transactions_with_UserId.csv,spotify,3,Wednesday
2019-03-20,State Farm,75.0,Auto Insurance,aug_personal_transactions_with_UserId.csv,state farm,3,Wednesday
2019-03-20,State Farm,64.19,Coffee Shops,aug_personal_transactions_with_UserId.csv,state farm,3,Wednesday
2019-03-21,Amazon,109.6,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,3,Thursday
2019-03-21,Gas Company,104.21,Internet,aug_personal_transactions_with_UserId.csv,gas company,3,Thursday
2019-03-21,Grocery Store,108.36,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Thursday
2019-03-21,Hardware Store,192.25,Home Improvement,aug_personal_transactions_with_UserId.csv,hardware store,3,Thursday
2019-03-21,Netflix,48.47,Credit Card Payment,aug_personal_transactions_with_UserId.csv,netflix,3,Thursday
2019-03-21,Power Company,33.44,Groceries,aug_personal_transactions_with_UserId.csv,power company,3,Thursday
2019-03-21,Starbucks,35.08,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,3,Thursday
2019-03-22,Amazon,67.61,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,3,Friday
2019-03-22,Bakery Place,194.24,Restaurants,aug_personal_transactions_with_UserId.csv,bakery place,3,Friday
2019-03-22,Biweekly Paycheck,151.35,Home Improvement,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Friday
2019-03-22,BP,37.51,Gas & Fuel,aug_personal_transactions_with_UserId.csv,bp,3,Friday
2019-03-22,Gas Company,7.61,Restaurants,aug_personal_transactions_with_UserId.csv,gas company,3,Friday
2019-03-22,Grocery Store,188.62,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-03-22,Grocery Store,113.82,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-03-22,Grocery Store,126.03,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-03-22,Internet Service Provider,70.08,Mobile Phone,aug_personal_transactions_with_UserId.csv,internet service provider,3,Friday
2019-03-22,Power Company,99.5,Groceries,aug_personal_transactions_with_UserId.csv,power company,3,Friday
2019-03-22,State Farm,194.56,Groceries,aug_personal_transactions_with_UserId.csv,state farm,3,Friday
2019-03-23,American Tavern,80.65,Music,aug_personal_transactions_with_UserId.csv,american tavern,3,Saturday
2019-03-23,Barbershop,65.71,Bills & Utilities,aug_personal_transactions_with_UserId.csv,barbershop,3,Saturday
2019-03-23,Biweekly Paycheck,182.83,Bills & Utilities,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Saturday
2019-03-23,City Water Charges,190.04,Fast Food,aug_personal_transactions_with_UserId.csv,city water charges,3,Saturday
2019-03-23,Credit Card Payment,73.34,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,3,Saturday
2019-03-23,Credit Card Payment,36.04,Music,aug_personal_transactions_with_UserId.csv,credit card payment,3,Saturday
2019-03-23,Gas Company,17.43,Paycheck,aug_personal_transactions_with_UserId.csv,gas company,3,Saturday
2019-03-23,Grocery Store,66.83,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2019-03-23,Grocery Store,37.86,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2019-03-23,Grocery Store,11.14,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2019-03-23,Mortgage Payment,186.59,Movies & Dvds,aug_personal_transactions_with_UserId.csv,mortgage payment,3,Saturday
2019-03-23,Phone Company,114.75,Shopping,aug_personal_transactions_with_UserId.csv,phone company,3,Saturday
2019-03-23,Power Company,152.12,Mobile Phone,aug_personal_transactions_with_UserId.csv,power company,3,Saturday
2019-03-23,Spotify,168.06,Home Improvement,aug_personal_transactions_with_UserId.csv,spotify,3,Saturday
2019-03-23,Starbucks,5.2,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,3,Saturday
2019-03-23,Starbucks,140.08,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,3,Saturday
2019-03-24,American Tavern,25.95,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,3,Sunday
2019-03-24,American Tavern,162.15,Music,aug_personal_transactions_with_UserId.csv,american tavern,3,Sunday
2019-03-24,Biweekly Paycheck,79.91,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Sunday
2019-03-24,Brunch Restaurant,46.18,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brunch restaurant,3,Sunday
2019-03-24,Credit Card Payment,4.55,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-03-24,Credit Card Payment,91.37,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-03-24,Grocery Store,138.67,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-03-24,Grocery Store,166.59,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-03-24,Hardware Store,127.0,Restaurants,aug_personal_transactions_with_UserId.csv,hardware store,3,Sunday
2019-03-25,Amazon,6.71,Gas & Fuel,aug_personal_transactions_with_UserId.csv,amazon,3,Monday
2019-03-25,Biweekly Paycheck,31.75,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Monday
2019-03-25,Grocery Store,61.23,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,3,Monday
2019-03-25,Grocery Store,57.65,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,3,Monday
2019-03-25,Hardware Store,164.51,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,hardware store,3,Monday
2019-03-25,Internet Service Provider,75.0,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,3,Monday
2019-03-25,Spotify,171.21,Paycheck,aug_personal_transactions_with_UserId.csv,spotify,3,Monday
2019-03-25,State Farm,44.6,Groceries,aug_personal_transactions_with_UserId.csv,state farm,3,Monday
2019-03-26,Amazon,16.04,Shopping,aug_personal_transactions_with_UserId.csv,amazon,3,Tuesday
2019-03-26,American Tavern,95.83,Gas & Fuel,aug_personal_transactions_with_UserId.csv,american tavern,3,Tuesday
2019-03-26,Best Buy,62.91,Haircut,aug_personal_transactions_with_UserId.csv,best buy,3,Tuesday
2019-03-26,Credit Card Payment,66.14,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,3,Tuesday
2019-03-26,Hardware Store,65.86,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,hardware store,3,Tuesday
2019-03-26,Netflix,141.91,Groceries,aug_personal_transactions_with_UserId.csv,netflix,3,Tuesday
2019-03-26,Phone Company,45.92,Gas & Fuel,aug_personal_transactions_with_UserId.csv,phone company,3,Tuesday
2019-03-26,Pizza Place,52.3,Groceries,aug_personal_transactions_with_UserId.csv,pizza place,3,Tuesday
2019-03-26,Power Company,168.95,Groceries,aug_personal_transactions_with_UserId.csv,power company,3,Tuesday
2019-03-26,Spotify,168.01,Home Improvement,aug_personal_transactions_with_UserId.csv,spotify,3,Tuesday
2019-03-27,American Tavern,81.38,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,3,Wednesday
2019-03-27,Brewing Company,49.63,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,brewing company,3,Wednesday
2019-03-27,Brunch Restaurant,24.21,Coffee Shops,aug_personal_transactions_with_UserId.csv,brunch restaurant,3,Wednesday
2019-03-27,Credit Card Payment,110.22,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-03-27,Credit Card Payment,167.18,Paycheck,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-03-27,Gas Company,127.95,Groceries,aug_personal_transactions_with_UserId.csv,gas company,3,Wednesday
2019-03-27,Gas Company,18.79,Auto Insurance,aug_personal_transactions_with_UserId.csv,gas company,3,Wednesday
2019-03-27,Grocery Store,4.46,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Wednesday
2019-03-27,Internet Service Provider,49.5,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,3,Wednesday
2019-03-27,Pizza Place,141.71,Groceries,aug_personal_transactions_with_UserId.csv,pizza place,3,Wednesday
2019-03-27,State Farm,53.83,Groceries,aug_personal_transactions_with_UserId.csv,state farm,3,Wednesday
2019-03-28,Brewing Company,145.43,Paycheck,aug_personal_transactions_with_UserId.csv,brewing company,3,Thursday
2019-03-28,Credit Card Payment,125.96,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,3,Thursday
2019-03-28,Grocery Store,43.47,Restaurants,aug_personal_transactions_with_UserId.csv,grocery store,3,Thursday
2019-03-28,Hardware Store,193.32,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,hardware store,3,Thursday
2019-03-28,Netflix,6.77,Groceries,aug_personal_transactions_with_UserId.csv,netflix,3,Thursday
2019-03-28,Vietnamese Restaurant,197.53,Credit Card Payment,aug_personal_transactions_with_UserId.csv,vietnamese restaurant,3,Thursday
2019-03-29,Biweekly Paycheck,2000.0,Paycheck,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Friday
2019-03-29,Biweekly Paycheck,173.47,Gas & Fuel,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Friday
2019-03-29,Biweekly Paycheck,115.15,Coffee Shops,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Friday
2019-03-29,City Water Charges,1.63,Restaurants,aug_personal_transactions_with_UserId.csv,city water charges,3,Friday
2019-03-29,Credit Card Payment,119.51,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,3,Friday
2019-03-29,Grocery Store,139.34,Television,aug_personal_transactions_with_UserId.csv,grocery store,3,Friday
2019-03-29,Netflix,3.94,Restaurants,aug_personal_transactions_with_UserId.csv,netflix,3,Friday
2019-03-29,Netflix,143.6,Credit Card Payment,aug_personal_transactions_with_UserId.csv,netflix,3,Friday
2019-03-29,Power Company,24.92,Bills & Utilities,aug_personal_transactions_with_UserId.csv,power company,3,Friday
2019-03-29,Roadside Diner,57.27,Gas & Fuel,aug_personal_transactions_with_UserId.csv,roadside diner,3,Friday
2019-03-29,Shell,15.74,Credit Card Payment,aug_personal_transactions_with_UserId.csv,shell,3,Friday
2019-03-30,American Tavern,107.74,Restaurants,aug_personal_transactions_with_UserId.csv,american tavern,3,Saturday
2019-03-30,Brunch Restaurant,133.27,Gas & Fuel,aug_personal_transactions_with_UserId.csv,brunch restaurant,3,Saturday
2019-03-30,Credit Card Payment,93.73,Mobile Phone,aug_personal_transactions_with_UserId.csv,credit card payment,3,Saturday
2019-03-30,Grocery Store,7.39,Restaurants,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2019-03-30,Grocery Store,16.68,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,3,Saturday
2019-03-30,Internet Service Provider,80.85,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,3,Saturday
2019-03-30,Movie Theater,64.05,Credit Card Payment,aug_personal_transactions_with_UserId.csv,movie theater,3,Saturday
2019-03-30,Power Company,37.15,Restaurants,aug_personal_transactions_with_UserId.csv,power company,3,Saturday
2019-03-30,QuikTrip,131.18,Shopping,aug_personal_transactions_with_UserId.csv,quiktrip,3,Saturday
2019-03-30,Starbucks,12.84,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,3,Saturday
2019-03-31,Biweekly Paycheck,85.15,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Sunday
2019-03-31,Chevron,100.01,Groceries,aug_personal_transactions_with_UserId.csv,chevron,3,Sunday
2019-03-31,Credit Card Payment,957.6,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-03-31,Credit Card Payment,89.16,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-03-31,Grocery Store,96.46,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-03-31,Grocery Store,108.34,Bills & Utilities,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-03-31,Hardware Store,163.85,Music,aug_personal_transactions_with_UserId.csv,hardware store,3,Sunday
2019-03-31,Shell,187.09,Auto Insurance,aug_personal_transactions_with_UserId.csv,shell,3,Sunday
2019-04-01,Amazon,13.09,Shopping,aug_personal_transactions_with_UserId.csv,amazon,4,Monday
2019-04-01,American Tavern,109.36,Coffee Shops,aug_personal_transactions_with_UserId.csv,american tavern,4,Monday
2019-04-01,Brewing Company,162.44,Shopping,aug_personal_transactions_with_UserId.csv,brewing company,4,Monday
2019-04-01,Credit Card Payment,1552.65,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-04-01,Credit Card Payment,600.51,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-04-01,Credit Card Payment,99.71,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-04-01,Grocery Store,155.79,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,4,Monday
2019-04-01,Netflix,80.05,Electronics & Software,aug_personal_transactions_with_UserId.csv,netflix,4,Monday
2019-04-01,Spotify,66.21,Bills & Utilities,aug_personal_transactions_with_UserId.csv,spotify,4,Monday
2019-04-01,Starbucks,114.01,Gas & Fuel,aug_personal_transactions_with_UserId.csv,starbucks,4,Monday
2019-04-02,Amazon,84.2,Groceries,aug_personal_transactions_with_UserId.csv,amazon,4,Tuesday
2019-04-02,Barbershop,58.32,Home Improvement,aug_personal_transactions_with_UserId.csv,barbershop,4,Tuesday
2019-04-02,Biweekly Paycheck,117.38,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Tuesday
2019-04-02,BP,160.82,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,4,Tuesday
2019-04-02,BP,24.71,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,4,Tuesday
2019-04-02,Brewing Company,44.85,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,4,Tuesday
2019-04-02,Credit Card Payment,41.84,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2019-04-02,Fancy Restaurant,176.11,Home Improvement,aug_personal_transactions_with_UserId.csv,fancy restaurant,4,Tuesday
2019-04-02,Gas Company,32.64,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,4,Tuesday
2019-04-02,Hardware Store,102.27,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,4,Tuesday
2019-04-02,Mortgage Payment,1100.0,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,mortgage payment,4,Tuesday
2019-04-02,Phone Company,89.83,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,4,Tuesday
2019-04-02,Phone Company,123.62,Home Improvement,aug_personal_transactions_with_UserId.csv,phone company,4,Tuesday
2019-04-02,Power Company,35.98,Groceries,aug_personal_transactions_with_UserId.csv,power company,4,Tuesday
2019-04-02,Roadside Diner,7.65,Home Improvement,aug_personal_transactions_with_UserId.csv,roadside diner,4,Tuesday
2019-04-02,Vietnamese Restaurant,136.66,Credit Card Payment,aug_personal_transactions_with_UserId.csv,vietnamese restaurant,4,Tuesday
2019-04-03,American Tavern,110.62,Haircut,aug_personal_transactions_with_UserId.csv,american tavern,4,Wednesday
2019-04-03,Credit Card Payment,109.35,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-04-03,Mediterranean Restaurant,49.37,Paycheck,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,4,Wednesday
2019-04-03,Phone Company,164.0,Fast Food,aug_personal_transactions_with_UserId.csv,phone company,4,Wednesday
2019-04-04,Amazon,35.9,Shopping,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-04-04,Amazon,100.35,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-04-04,Amazon,74.58,Groceries,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-04-04,American Tavern,80.41,Credit Card Payment,aug_personal_transactions_with_UserId.csv,american tavern,4,Thursday
2019-04-04,Biweekly Paycheck,70.05,Restaurants,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Thursday
2019-04-04,Brewing Company,39.15,Groceries,aug_personal_transactions_with_UserId.csv,brewing company,4,Thursday
2019-04-04,Credit Card Payment,164.91,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-04,Credit Card Payment,156.91,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-04,Credit Card Payment,73.34,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-04,Credit Card Payment,38.28,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-04,Credit Card Payment,86.28,Mobile Phone,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-04,Greek Restaurant,103.03,Bills & Utilities,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Thursday
2019-04-04,Greek Restaurant,187.81,Restaurants,aug_personal_transactions_with_UserId.csv,greek restaurant,4,Thursday
2019-04-04,Grocery Store,5.64,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
2019-04-04,Grocery Store,183.16,Movies & Dvds,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
2019-04-04,Grocery Store,140.18,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
2019-04-04,Hardware Store,104.75,Bills & Utilities,aug_personal_transactions_with_UserId.csv,hardware store,4,Thursday
2019-04-04,Netflix,11.76,Television,aug_personal_transactions_with_UserId.csv,netflix,4,Thursday
2019-04-04,Netflix,94.87,Coffee Shops,aug_personal_transactions_with_UserId.csv,netflix,4,Thursday
2019-04-04,QuikTrip,20.45,Coffee Shops,aug_personal_transactions_with_UserId.csv,quiktrip,4,Thursday
2019-04-05,Amazon,10.34,Coffee Shops,aug_personal_transactions_with_UserId.csv,amazon,4,Friday
2019-04-05,American Tavern,69.16,Shopping,aug_personal_transactions_with_UserId.csv,american tavern,4,Friday
2019-04-05,Credit Card Payment,134.72,Restaurants,aug_personal_transactions_with_UserId.csv,credit card payment,4,Friday
2019-04-05,Credit Card Payment,113.41,Television,aug_personal_transactions_with_UserId.csv,credit card payment,4,Friday
2019-04-05,Netflix,198.71,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,netflix,4,Friday
2019-04-05,Pizza Place,83.15,Bills & Utilities,aug_personal_transactions_with_UserId.csv,pizza place,4,Friday
2019-04-05,Starbucks,199.63,Movies & Dvds,aug_personal_transactions_with_UserId.csv,starbucks,4,Friday
2019-04-06,Amazon,27.54,Shopping,aug_personal_transactions_with_UserId.csv,amazon,4,Saturday
2019-04-06,American Tavern,147.63,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,4,Saturday
2019-04-06,BBQ Restaurant,52.1,Groceries,aug_personal_transactions_with_UserId.csv,bbq restaurant,4,Saturday
2019-04-06,Grocery Store,139.67,Electronics & Software,aug_personal_transactions_with_UserId.csv,grocery store,4,Saturday
2019-04-06,Wendy's,155.23,Groceries,aug_personal_transactions_with_UserId.csv,wendy s,4,Saturday
2019-04-07,Amazon,76.06,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,4,Sunday
2019-04-07,American Tavern,157.5,Coffee Shops,aug_personal_transactions_with_UserId.csv,american tavern,4,Sunday
2019-04-07,American Tavern,76.32,Bills & Utilities,aug_personal_transactions_with_UserId.csv,american tavern,4,Sunday
2019-04-07,Best Buy,106.93,Credit Card Payment,aug_personal_transactions_with_UserId.csv,best buy,4,Sunday
2019-04-07,Biweekly Paycheck,21.43,Home Improvement,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Sunday
2019-04-07,Brewing Company,5.29,Coffee Shops,aug_personal_transactions_with_UserId.csv,brewing company,4,Sunday
2019-04-07,Brewing Company,16.15,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,4,Sunday
2019-04-07,Brewing Company,67.2,Shopping,aug_personal_transactions_with_UserId.csv,brewing company,4,Sunday
2019-04-07,Credit Card Payment,24.76,Movies & Dvds,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2019-04-07,Gas Company,79.93,Gas & Fuel,aug_personal_transactions_with_UserId.csv,gas company,4,Sunday
2019-04-07,Grocery Store,8.14,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2019-04-07,Grocery Store,123.88,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2019-04-07,Grocery Store,142.63,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2019-04-07,Hardware Store,14.89,Shopping,aug_personal_transactions_with_UserId.csv,hardware store,4,Sunday
2019-04-07,Mortgage Payment,52.64,Restaurants,aug_personal_transactions_with_UserId.csv,mortgage payment,4,Sunday
2019-04-07,Movie Theater,62.18,Fast Food,aug_personal_transactions_with_UserId.csv,movie theater,4,Sunday
2019-04-07,Power Company,197.14,Shopping,aug_personal_transactions_with_UserId.csv,power company,4,Sunday
2019-04-07,Starbucks,163.85,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,4,Sunday
2019-04-07,Valero,77.74,Bills & Utilities,aug_personal_transactions_with_UserId.csv,valero,4,Sunday
2019-04-08,American Tavern,71.28,Home Improvement,aug_personal_transactions_with_UserId.csv,american tavern,4,Monday
2019-04-08,Brunch Restaurant,186.81,Music,aug_personal_transactions_with_UserId.csv,brunch restaurant,4,Monday
2019-04-08,Chick-Fil-A,95.58,Bills & Utilities,aug_personal_transactions_with_UserId.csv,chick fil a,4,Monday
2019-04-08,Credit Card Payment,80.61,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,4,Monday
2019-04-08,Gas Company,30.0,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,4,Monday
2019-04-08,Gas Company,193.56,Restaurants,aug_personal_transactions_with_UserId.csv,gas company,4,Monday
2019-04-08,Gas Company,172.29,Gas & Fuel,aug_personal_transactions_with_UserId.csv,gas company,4,Monday
2019-04-08,Gas Station,111.83,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas station,4,Monday
2019-04-08,Grocery Store,174.15,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,4,Monday
2019-04-08,Hardware Store,39.91,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,4,Monday
2019-04-08,Hardware Store,192.47,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,4,Monday
2019-04-08,Netflix,105.45,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,netflix,4,Monday
2019-04-08,QuikTrip,60.45,Groceries,aug_personal_transactions_with_UserId.csv,quiktrip,4,Monday
2019-04-08,Starbucks,97.26,Credit Card Payment,aug_personal_transactions_with_UserId.csv,starbucks,4,Monday
2019-04-08,State Farm,25.52,Haircut,aug_personal_transactions_with_UserId.csv,state farm,4,Monday
2019-04-09,American Tavern,155.37,Bills & Utilities,aug_personal_transactions_with_UserId.csv,american tavern,4,Tuesday
2019-04-09,Barbershop,30.0,Haircut,aug_personal_transactions_with_UserId.csv,barbershop,4,Tuesday
2019-04-09,Biweekly Paycheck,18.17,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Tuesday
2019-04-09,Credit Card Payment,436.75,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2019-04-09,Credit Card Payment,107.82,Movies & Dvds,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2019-04-09,Credit Card Payment,196.47,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,4,Tuesday
2019-04-09,Gas Company,15.18,Shopping,aug_personal_transactions_with_UserId.csv,gas company,4,Tuesday
2019-04-09,Grocery Store,10.7,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Tuesday
2019-04-09,Spotify,10.69,Music,aug_personal_transactions_with_UserId.csv,spotify,4,Tuesday
2019-04-09,Spotify,170.15,Shopping,aug_personal_transactions_with_UserId.csv,spotify,4,Tuesday
2019-04-09,Spotify,25.95,Internet,aug_personal_transactions_with_UserId.csv,spotify,4,Tuesday
2019-04-09,Vietnamese Restaurant,80.54,Coffee Shops,aug_personal_transactions_with_UserId.csv,vietnamese restaurant,4,Tuesday
2019-04-10,American Tavern,63.18,Internet,aug_personal_transactions_with_UserId.csv,american tavern,4,Wednesday
2019-04-10,Barbershop,53.35,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,4,Wednesday
2019-04-10,Barbershop,167.94,Bills & Utilities,aug_personal_transactions_with_UserId.csv,barbershop,4,Wednesday
2019-04-10,Belgian Restaurant,155.52,Groceries,aug_personal_transactions_with_UserId.csv,belgian restaurant,4,Wednesday
2019-04-10,Best Buy,150.59,Groceries,aug_personal_transactions_with_UserId.csv,best buy,4,Wednesday
2019-04-10,Biweekly Paycheck,103.49,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Wednesday
2019-04-10,Biweekly Paycheck,72.42,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,4,Wednesday
2019-04-10,City Water Charges,127.66,Restaurants,aug_personal_transactions_with_UserId.csv,city water charges,4,Wednesday
2019-04-10,City Water Charges,192.9,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,4,Wednesday
2019-04-10,Credit Card Payment,191.8,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-04-10,Credit Card Payment,96.3,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-04-10,Credit Card Payment,42.33,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-04-10,Grocery Store,161.96,Internet,aug_personal_transactions_with_UserId.csv,grocery store,4,Wednesday
2019-04-10,Grocery Store,185.15,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,4,Wednesday
2019-04-10,Hardware Store,101.39,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,4,Wednesday
2019-04-10,Mortgage Payment,79.16,Internet,aug_personal_transactions_with_UserId.csv,mortgage payment,4,Wednesday
2019-04-10,Phone Company,65.0,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,4,Wednesday
2019-04-10,Starbucks,157.99,Restaurants,aug_personal_transactions_with_UserId.csv,starbucks,4,Wednesday
2019-04-10,Starbucks,18.13,Paycheck,aug_personal_transactions_with_UserId.csv,starbucks,4,Wednesday
2019-04-11,Amazon,19.71,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-04-11,Amazon,116.72,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-04-11,Barbershop,150.78,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,4,Thursday
2019-04-11,Best Buy,153.97,Groceries,aug_personal_transactions_with_UserId.csv,best buy,4,Thursday
2019-04-11,Brewing Company,119.76,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,4,Thursday
2019-04-11,Credit Card Payment,144.63,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-04-11,Grocery Store,113.21,Mobile Phone,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
